Namesake,NamingCategory_1,NamingCategory_2,NamingSource
Richard Dale,Individual,Admiral,https://en.wikipedia.org/wiki/Richard_Dale
"Richard Howe, 1st Earl Howe",Individual,Admiral,"https://en.wikipedia.org/wiki/Richard_Howe,_1st_Earl_Howe"
Richard Phillips Leary,Individual,Admiral,https://en.wikipedia.org/wiki/Richard_Phillips_Leary
Richard Worsam Meade III,Individual,Admiral,https://en.wikipedia.org/wiki/Richard_Worsam_Meade_III
Richmond K. Turner,Individual,Admiral,https://en.wikipedia.org/wiki/Richmond_K._Turner
Richmond Pearson Hobson,Individual,Admiral,https://en.wikipedia.org/wiki/Richmond_P._Hobson
Robert Blake,Individual,Admiral,https://en.wikipedia.org/wiki/Robert_Blake_(admiral)
Robert F. Stockton,Individual,Admiral,https://en.wikipedia.org/wiki/Robert_F._Stockton
Robley Dunglison Evans,Individual,Admiral,https://en.wikipedia.org/wiki/Robley_D._Evans_(admiral)
Roger Nelson Stembel,Individual,Admiral,https://en.wikipedia.org/wiki/Roger_N._Stembel
Roland-Michel Barrin de La Galissoniere,Individual,Admiral,https://en.wikipedia.org/wiki/Roland-Michel_Barrin_de_La_Galissoni%C3%A8re
Royal Rodney Ingersoll,Individual,Admiral,https://en.wikipedia.org/wiki/Royal_R._Ingersoll
Samuel Francis Du Pont,Individual,Admiral,https://en.wikipedia.org/wiki/USS_Du_Pont_(DD-152)
"Samuel Hood, 1st Viscount Hood",Individual,Admiral,"https://en.wikipedia.org/wiki/Samuel_Hood,_1st_Viscount_Hood"
Samuel McGowan,Individual,Admiral,https://en.wikipedia.org/wiki/Samuel_McGowan_(admiral)
Samuel Phillips Lee,Individual,Admiral,https://en.wikipedia.org/wiki/Samuel_Phillips_Lee
Samuel Wood Bryant,Individual,Admiral,https://en.wikipedia.org/wiki/Samuel_W._Bryant
Seaton Schroeder,Individual,Admiral,https://en.wikipedia.org/wiki/Seaton_Schroeder
Silas Horton Stringham,Individual,Admiral,https://en.wikipedia.org/wiki/Silas_H._Stringham
Stepan Makarov,Individual,Admiral,https://en.wikipedia.org/wiki/Stepan_Makarov
Stephen Bleecker Luce,Individual,Admiral,https://en.wikipedia.org/wiki/Stephen_Luce
Stephen Clegg Rowan,Individual,Admiral,https://en.wikipedia.org/wiki/Stephen_Clegg_Rowan
Stephen Decatur,Individual,Admiral,https://en.wikipedia.org/wiki/Stephen_Decatur
Theodorus Bailey,Individual,Admiral,https://en.wikipedia.org/wiki/Theodorus_Bailey_(officer)
"Thomas Cochrane, 10th Earl of Dundonald",Individual,Admiral,"https://en.wikipedia.org/wiki/Thomas_Cochrane,_10th_Earl_of_Dundonald"
Thomas Jefferson Cowie,Individual,Admiral,https://en.wikipedia.org/wiki/Thomas_Jefferson_Cowie
Thomas Oliver Selfridge,Individual,Admiral,https://en.wikipedia.org/wiki/Thomas_Oliver_Selfridge
Thomas Oliver Selfridge Jr.,Individual,Admiral,https://en.wikipedia.org/wiki/Thomas_Oliver_Selfridge_Jr.
Thomas Stowell Phelps,Individual,Admiral,https://en.wikipedia.org/wiki/Thomas_Phelps
Thomas Tingey,Individual,Admiral,https://en.wikipedia.org/wiki/Thomas_Tingey
Thomas Truxtun,Individual,Admiral,https://en.wikipedia.org/wiki/Thomas_Truxtun
Thornton A. Jenkins,Individual,Admiral,https://en.wikipedia.org/wiki/Thornton_A._Jenkins
Toussaint-Guillaume Picquet de la Motte,Individual,Admiral,https://en.wikipedia.org/wiki/Toussaint-Guillaume_Picquet_de_la_Motte
Victor Blue,Individual,Admiral,https://en.wikipedia.org/wiki/Victor_Blue
"Victor-Marie d'Estrees, 5th Duke of Estrees",Individual,Admiral,https://en.wikipedia.org/wiki/Victor-Marie_d%27Estr%C3%A9es
Walter Raleigh,Individual,Admiral,https://en.wikipedia.org/wiki/Walter_Raleigh
Washington Lee Capps,Individual,Admiral,https://en.wikipedia.org/wiki/Washington_L._Capps
Willard Herbert Brownson,Individual,Admiral,https://en.wikipedia.org/wiki/Willard_H._Brownson
William Adger Moffett,Individual,Admiral,https://en.wikipedia.org/wiki/William_A._Moffett
William Bainbridge,Individual,Admiral,https://en.wikipedia.org/wiki/William_Bainbridge
William Banks Caperton,Individual,Admiral,https://en.wikipedia.org/wiki/William_Banks_Caperton
William Branford Shubrick,Individual,Admiral,https://en.wikipedia.org/wiki/William_Shubrick
William Brown,Individual,Admiral,https://en.wikipedia.org/wiki/William_Brown_(admiral)
William Cornwallis,Individual,Admiral,https://en.wikipedia.org/wiki/William_Cornwallis
William D. Leahy,Individual,Admiral,https://en.wikipedia.org/wiki/William_D._Leahy
William David Porter,Individual,Admiral,https://en.wikipedia.org/wiki/William_D._Porter
William H. Standley,Individual,Admiral,https://en.wikipedia.org/wiki/William_Harrison_Standley
William Halsey Jr.,Individual,Admiral,https://en.wikipedia.org/wiki/William_Halsey_Jr.
William Hannum Grubb Bullard,Individual,Admiral,https://en.wikipedia.org/wiki/William_H._G._Bullard
William Maxwell Wood,Individual,Admiral,https://en.wikipedia.org/wiki/William_Maxwell_Wood
William Mervine,Individual,Admiral,https://en.wikipedia.org/wiki/William_Mervine
William Nicholson Jeffers,Individual,Admiral,https://en.wikipedia.org/wiki/William_Nicholson_Jeffers
William Radford,Individual,Admiral,https://en.wikipedia.org/wiki/William_Radford
William Rogers Taylor,Individual,Admiral,https://en.wikipedia.org/wiki/William_Rogers_Taylor
William Shepherd Benson,Individual,Admiral,https://en.wikipedia.org/wiki/William_S._Benson
William Sowden Sims,Individual,Admiral,https://en.wikipedia.org/wiki/William_Sims
William Thomas Sampson,Individual,Admiral,https://en.wikipedia.org/wiki/William_T._Sampson
William Wister McKean,Individual,Admiral,https://en.wikipedia.org/wiki/William_McKean
Winfield Scott Schley,Individual,Admiral,https://en.wikipedia.org/wiki/Winfield_Scott_Schley
Yves-Joseph de Kerguelen-Tremarec,Individual,Admiral,https://en.wikipedia.org/wiki/Yves-Joseph_de_Kerguelen-Tr%C3%A9marec
"Anne Hyde, Duchess of York and Albany",Individual,Aristocrat,https://en.wikipedia.org/wiki/Anne_Hyde
"Armand Jean du Plessis, 1st Duke of Richelieu",Individual,Aristocrat,https://en.wikipedia.org/wiki/Cardinal_Richelieu
"George Venables-Vernon, 5th Baron Vernon",Individual,Aristocrat,"https://en.wikipedia.org/wiki/George_Venables-Vernon,_5th_Baron_Vernon"
"John Perceval, 2nd Earl of Egmont",Individual,Aristocrat,"https://en.wikipedia.org/wiki/John_Perceval,_2nd_Earl_of_Egmont"
Otto von Bismarck,Individual,Aristocrat,https://en.wikipedia.org/wiki/Otto_von_Bismarck
"Ralph Montagu, 1st Duke of Montagu",Individual,Aristocrat,"https://en.wikipedia.org/wiki/Ralph_Montagu,_1st_Duke_of_Montagu"
Allen Melancthon Sumner Jr.,Individual,Army Officer,https://en.wikipedia.org/wiki/Allen_Melancthon_Sumner
Charles Grymes McCawley,Individual,Army Officer,https://en.wikipedia.org/wiki/Charles_Grymes_McCawley
Daniel Carmick,Individual,Army Officer,https://en.wikipedia.org/wiki/Daniel_Carmick
Daniel Joseph Daly,Individual,Army Officer,https://en.wikipedia.org/wiki/Daniel_Daly
Edward Ball Cole,Individual,Army Officer,https://en.wikipedia.org/wiki/Edward_B._Cole
Edward Stack,Individual,Army Officer,https://en.wikipedia.org/wiki/Edward_Stack_(U.S._Marine_Corps_officer)
Francisco Bolognesi Cervantes,Individual,Army Officer,https://en.wikipedia.org/wiki/Francisco_Bolognesi
Hiram Iddings Bearss,Individual,Army Officer,https://en.wikipedia.org/wiki/Hiram_I._Bearss
Hugh P. Kidder,Individual,Army Officer,https://en.wikipedia.org/wiki/USS_Kidder#Namesake
"John Brooks Jr.",Individual,Army Officer,https://en.wikipedia.org/wiki/John_Brooks_Jr.
John Lloyd Broome,Individual,Army Officer,https://en.wikipedia.org/wiki/John_L._Broome
John Marshall Gamble,Individual,Army Officer,https://en.wikipedia.org/wiki/John_M._Gamble
Leonardo Rosales,Individual,Army Officer,https://es.wikipedia.org/wiki/Leonardo_Rosales
Levi Twiggs,Individual,Army Officer,https://en.wikipedia.org/wiki/Levi_Twiggs
Macon C. Overton,Individual,Army Officer,https://en.wikipedia.org/wiki/USS_Overton#Namesake
"Pierre Terrail, seigneur de Bayard",Individual,Army Officer,"https://en.wikipedia.org/wiki/Pierre_Terrail,_seigneur_de_Bayard"
Presley O'Bannon,Individual,Army Officer,https://en.wikipedia.org/wiki/Presley_O%27Bannon
Ralph Talbot,Individual,Army Officer,https://en.wikipedia.org/wiki/Ralph_Talbot
Randolph Talcott Zane,Individual,Army Officer,https://en.wikipedia.org/wiki/Randolph_Zane
Samuel Nicholas,Individual,Army Officer,https://en.wikipedia.org/wiki/Samuel_Nicholas
William A. T. Maddox,Individual,Army Officer,https://en.wikipedia.org/wiki/William_A._T._Maddox
William Eaton,Individual,Army Officer,https://en.wikipedia.org/wiki/William_Eaton_(soldier)
Richard Saunders,Individual,Author,https://en.wikipedia.org/wiki/Poor_Richard%27s_Almanack
Victor Hugo,Individual,Author,https://en.wikipedia.org/wiki/Victor_Hugo
Aliheydar Huseynov,Individual,Child of Owner,https://en.wikipedia.org/wiki/HMS_Aladar_Youssanoff
"Alexandra Caroline Marie Charlotte Louise Julia, Queen consort of the United Kingdom",Individual,Consort,https://en.wikipedia.org/wiki/Alexandra_of_Denmark
"Augusta of Saxe-Weimar-Eisenach, German Empress consort",Individual,Consort,https://en.wikipedia.org/wiki/Augusta_of_Saxe-Weimar-Eisenach
"Augusta Victoria of Schleswig-Holstein, German Empress consort",Individual,Consort,https://en.wikipedia.org/wiki/Augusta_Victoria_of_Schleswig-Holstein
"Blanche of Castile, Queen consort of France",Individual,Consort,https://en.wikipedia.org/wiki/Blanche_of_Castile
"Franz August Karl Albert Emanuel, Prince consort of the United Kingdom",Individual,Consort,https://en.wikipedia.org/wiki/Prince_Albert_of_Saxe-Coburg_and_Gotha
"Mary of Teck, Queen consort of the United Kingdom",Individual,Consort,https://en.wikipedia.org/wiki/Mary_of_Teck
Lewis Heermann,Individual,Doctor,https://en.wikipedia.org/wiki/USS_Heermann#Namesake
William Longshaw Jr.,Individual,Doctor,https://en.wikipedia.org/wiki/William_Longshaw_Jr.
Ellet Family,Individual,Dynasty,https://en.wikipedia.org/wiki/USS_Ellet
John Rodgers,Individual,Dynasty,"https://en.wikipedia.org/wiki/John_Rodgers_(naval_officer,_born_1772)#Influence_and_legacy"
Macomb Family,Individual,Dynasty,https://en.wikipedia.org/wiki/Macomb_(surname)
Nicholson Family,Individual,Dynasty,
Sullivan Brothers,Individual,Dynasty,https://en.wikipedia.org/wiki/Sullivan_brothers
Wainwright Family,Individual,Dynasty,https://en.wikipedia.org/wiki/Jonathan_Mayhew_Wainwright_(naval_officer)
Abraham Lincoln,Individual,Elected Leader,https://en.wikipedia.org/wiki/Abraham_Lincoln
Charles de Gaulle,Individual,Elected Leader,https://en.wikipedia.org/wiki/Charles_de_Gaulle
Dwight D. Eisenhower,Individual,Elected Leader,https://en.wikipedia.org/wiki/Dwight_D._Eisenhower
Franklin D. Roosevelt,Individual,Elected Leader,https://en.wikipedia.org/wiki/Franklin_D._Roosevelt
George H. W. Bush,Individual,Elected Leader,https://en.wikipedia.org/wiki/George_H._W._Bush
George Washington,Individual,Elected Leader,https://en.wikipedia.org/wiki/George_Washington
Georges Clemenceau,Individual,Elected Leader,https://en.wikipedia.org/wiki/Georges_Clemenceau
Gerald R. Ford,Individual,Elected Leader,https://en.wikipedia.org/wiki/Gerald_Ford
Harry S. Truman,Individual,Elected Leader,https://en.wikipedia.org/wiki/Harry_S._Truman
John F. Kennedy,Individual,Elected Leader,https://en.wikipedia.org/wiki/John_F._Kennedy
Manuel Jose Blanco y Calvo de Encalada,Individual,Elected Leader,https://en.wikipedia.org/wiki/Manuel_Blanco_Encalada
Ronald Reagan,Individual,Elected Leader,https://en.wikipedia.org/wiki/Ronald_Reagan
Theodore Roosevelt,Individual,Elected Leader,https://en.wikipedia.org/wiki/Theodore_Roosevelt
Benjamin Ryan Tillman,Individual,Elected Representative,https://en.wikipedia.org/wiki/Benjamin_Tillman
Carl Vinson,Individual,Elected Representative,https://en.wikipedia.org/wiki/Carl_Vinson
Eugene Hale,Individual,Elected Representative,https://en.wikipedia.org/wiki/Eugene_Hale
John C. Stennis,Individual,Elected Representative,https://en.wikipedia.org/wiki/John_C._Stennis
Joshua Frederick Cockey Talbott,Individual,Elected Representative,https://en.wikipedia.org/wiki/J._Frederick_C._Talbott
Charles Wilson Dyson,Individual,Engineer,https://en.wikipedia.org/wiki/Charles_Wilson_Dyson
David Watson Taylor,Individual,Engineer,https://en.wikipedia.org/wiki/David_W._Taylor
Henri Dupuy de Lome,Individual,Engineer,https://en.wikipedia.org/wiki/Henri_Dupuy_de_L%C3%B4me
Jacques-Noel Sane,Individual,Engineer,https://en.wikipedia.org/wiki/Jacques-No%C3%ABl_San%C3%A9
Joshua Humphreys,Individual,Engineer,https://en.wikipedia.org/wiki/Joshua_Humphreys
Louis-Emile Bertin,Individual,Engineer,https://en.wikipedia.org/wiki/Louis-%C3%89mile_Bertin
Pierre-Alexandre-Laurent Forfait,Individual,Engineer,https://en.wikipedia.org/wiki/Pierre-Alexandre-Laurent_Forfait
Robert Brooke Dashiell,Individual,Engineer,https://en.wikipedia.org/wiki/Robert_B._Dashiell
"Sebastien Le Prestre, Marquis of Vauban",Individual,Engineer,"https://en.wikipedia.org/wiki/S%C3%A9bastien_Le_Prestre,_Marquis_of_Vauban"
Robert Smalls,Individual,Escaped Slave,https://en.wikipedia.org/wiki/Robert_Smalls
Spartacus,Individual,Escaped Slave,https://en.wikipedia.org/wiki/Spartacus
"Antoine Raymond Joseph de Bruni, chevalier d'Entrecasteaux",Individual,Explorer,https://en.wikipedia.org/wiki/Antoine_Bruni_d%27Entrecasteaux
Antonio de Abreu,Individual,Explorer,https://en.wikipedia.org/wiki/Ant%C3%B3nio_de_Abreu
Christopher Columbus,Individual,Explorer,https://en.wikipedia.org/wiki/Christopher_Columbus
Dionisio Alcala Galiano,Individual,Explorer,"https://en.wikipedia.org/wiki/Dionisio_Alcal%C3%A1_Galiano#:~:text=Dionisio%20Alcal%C3%A1%20Galiano%20(8%20October,new%20technology%20such%20as%20chronometers."
Edwin Jesse DeHaven,Individual,Explorer,https://en.wikipedia.org/wiki/Edwin_De_Haven
Gennady Nevelskoy,Individual,Explorer,https://en.wikipedia.org/wiki/Gennady_Nevelskoy
"Jean-Francois de Galaup, comte de Laperouse",Individual,Explorer,"https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_de_Galaup,_comte_de_Lap%C3%A9rouse"
John Cabot,Individual,Explorer,https://en.wikipedia.org/wiki/John_Cabot
Martin Frobisher,Individual,Explorer,https://en.wikipedia.org/wiki/Martin_Frobisher
Nearchus,Individual,Explorer,https://en.wikipedia.org/wiki/Nearchus
Nicolas Baudin,Individual,Explorer,https://en.wikipedia.org/wiki/Nicolas_Baudin
Robert Edwin Peary,Individual,Explorer,https://en.wikipedia.org/wiki/Robert_Peary
Samuel de Champlain,Individual,Explorer,https://en.wikipedia.org/wiki/Samuel_de_Champlain
Thomas Cavendish,Individual,Explorer,https://en.wikipedia.org/wiki/Thomas_Cavendish
"Abraham de Fabert, marquis d'Esternay",Individual,General,https://en.wikipedia.org/wiki/Abraham_de_Fabert
Albrecht von Roon,Individual,General,https://en.wikipedia.org/wiki/Albrecht_von_Roon
Andre Massena,Individual,General,https://en.wikipedia.org/wiki/Andr%C3%A9_Mass%C3%A9na
Antoine Chanzy,Individual,General,https://en.wikipedia.org/wiki/Antoine_Chanzy
Antonio Jose de Sucre,Individual,General,https://en.wikipedia.org/wiki/Antonio_Jos%C3%A9_de_Sucre
"Arthur Wellesley, 1st Duke of Wellington",Individual,General,"https://en.wikipedia.org/wiki/Arthur_Wellesley,_1st_Duke_of_Wellington"
August Karl von Goeben,Individual,General,https://en.wikipedia.org/wiki/August_Karl_von_Goeben
August Neidhardt von Gneisenau,Individual,General,https://en.wikipedia.org/wiki/August_Neidhardt_von_Gneisenau
August von Mackensen,Individual,General,https://en.wikipedia.org/wiki/August_von_Mackensen
Bernardo O'Higgins Riquelme,Individual,General,https://en.wikipedia.org/wiki/Bernardo_O%27Higgins
Bertrand du Guesclin,Individual,General,https://en.wikipedia.org/wiki/Bertrand_du_Guesclin
Carl Schurz,Individual,General,https://en.wikipedia.org/wiki/Carl_Schurz
Charles Augustus Doyen,Individual,General,https://en.wikipedia.org/wiki/Charles_A._Doyen
"Charles Henri Hector, Count of Estaing",Individual,General,"https://en.wikipedia.org/wiki/Charles_Henri_Hector,_Count_of_Estaing"
Cimon,Individual,General,https://en.wikipedia.org/wiki/Cimon
"Claude Louis Hector de Villars, 1st Duke of Villars",Individual,General,"https://en.wikipedia.org/wiki/Claude_Louis_Hector_de_Villars,_1st_Duke_of_Villars"
"Colin Campbell, 1st Baron Clyde",Individual,General,"https://en.wikipedia.org/wiki/Colin_Campbell,_1st_Baron_Clyde"
Ferdinand Foch,Individual,General,https://en.wikipedia.org/wiki/Ferdinand_Foch
Ferdinand von Zeppelin,Individual,General,https://en.wikipedia.org/wiki/Ferdinand_von_Zeppelin
Francois Severin Marceau,Individual,General,https://en.wikipedia.org/wiki/Fran%C3%A7ois_S%C3%A9verin_Marceau
Friedrich Wilhelm von Seydlitz,Individual,General,https://en.wikipedia.org/wiki/Friedrich_Wilhelm_von_Seydlitz
Gebhard Leberecht von Blucher,Individual,General,https://en.wikipedia.org/wiki/Gebhard_Leberecht_von_Bl%C3%BCcher
Georg von Derfflinger,Individual,General,https://en.wikipedia.org/wiki/Georg_von_Derfflinger
"George Monck, 1st Duke of Albemarle",Individual,General,"https://en.wikipedia.org/wiki/George_Monck,_1st_Duke_of_Albemarle"
Gerhard von Scharnhorst,Individual,General,https://en.wikipedia.org/wiki/Gerhard_von_Scharnhorst
"Gilbert du Motier, Marquis de Lafayette",Individual,General,"https://en.wikipedia.org/wiki/Gilbert_du_Motier,_Marquis_de_Lafayette"
Gregorio del Pilar,Individual,General,https://en.wikipedia.org/wiki/Gregorio_del_Pilar
Hannibal,Individual,General,https://en.wikipedia.org/wiki/Hannibal
Helmuth von Moltke the Elder,Individual,General,https://en.wikipedia.org/wiki/Helmuth_von_Moltke_the_Elder
"Henri de La Tour d'Auvergne, Viscount of Turenne",Individual,General,"https://en.wikipedia.org/wiki/Henri_de_La_Tour_d%27Auvergne,_Viscount_of_Turenne"
Jacob Zeilin,Individual,General,https://en.wikipedia.org/wiki/Jacob_Zeilin
"Jean-Baptiste Donatien de Vimeur, comte de Rochambeau",Individual,General,"https://en.wikipedia.org/wiki/Jean-Baptiste_Donatien_de_Vimeur,_comte_de_Rochambeau"
Jean-Baptiste Kleber,Individual,General,https://en.wikipedia.org/wiki/Jean-Baptiste_Kl%C3%A9ber
"John Churchill, 1st Duke of Marlborough",Individual,General,"https://en.wikipedia.org/wiki/John_Churchill,_1st_Duke_of_Marlborough"
"John Talbot, 1st Earl of Shrewsbury",Individual,General,"https://en.wikipedia.org/wiki/John_Talbot,_1st_Earl_of_Shrewsbury"
Joseph Joffre,Individual,General,https://en.wikipedia.org/wiki/Joseph_Joffre
Julius Caesar,Individual,General,https://en.wikipedia.org/wiki/Julius_Caesar
Lazare Hoche,Individual,General,https://en.wikipedia.org/wiki/Lazare_Hoche
Littleton Tazewell Waller,Individual,General,https://en.wikipedia.org/wiki/Littleton_Waller
Louis Desaix,Individual,General,https://en.wikipedia.org/wiki/Louis_Desaix
Louis Friant,Individual,General,https://en.wikipedia.org/wiki/Louis_Friant
"Louis II de Bourbon, Prince of Conde",Individual,General,"https://en.wikipedia.org/wiki/Louis,_Grand_Cond%C3%A9"
"Louis-Gabriel Suchet, duc d'Albufera",Individual,General,https://en.wikipedia.org/wiki/Louis-Gabriel_Suchet
Louis-Joseph de Montcalm,Individual,General,https://en.wikipedia.org/wiki/Louis-Joseph_de_Montcalm
Louis-Nicolas d'Avout,Individual,General,https://en.wikipedia.org/wiki/Louis-Nicolas_Davout
